customer_ID,Contact_Last_Name,Contact_First_Name,City,State,Age,Marital_Status,Gender,Number_Of_Dependents,Risk_Score,total_asset,Retirement_asset,Engagement_Type,Frequency
2618,Lawson,Alisa,Columbus,Ohio,41,Divorced,Male,0,3.285714286,1980829.488,488897.20,Email,Quaterly
2619,Mcpherson,Dexter,Jacksonville,Florida,41,Married,Male,1,2.857142857,3916224.787,677403.72,In Person,Monthly
2620,Rowland,Bert,Houston,Texas,41,Single,Male,1,3,3075450.365,830205.13,In Person,Daily
2621,Spence,Ulysses,Newark,Delaware,41,Divorced,Male,1,4,1801709.756,112939.38,In Writing,Monthly
2622,Wagner,Juliet,Fort Wayne,Indiana,41,Married,Male,1,2.428571429,8943712.272,3965594.69,In Person,No Contact
2623,Ballard,Nina,Fort Wayne,Indiana,41,Single,Unknown,1,2.333333333,3746317.905,1374209.50,No Contact,Monthly
2624,Pope,Piper,Fort Worth,Texas,41,Single,Unknown,1,3.714285714,4961261.547,2384005.93,In Person,Quaterly
2625,Anderson,Odysseus,Gaithersburg,Maryland,41,Single,Male,0,3.714285714,2729172.996,240394.49,Phone,Yearly
2626,Bowman,Holmes,Phoenix,Arizona,41,Married,Male,0,2.666666667,2599635.878,419754.93,In Writing,Monthly
2627,Cooke,Madeline,Lewiston,Maine,41,Married,Male,0,2.625,4428997.267,1070200.24,Phone,No Contact
2628,Dickerson,Armand,Dover,Delaware,41,Single,Female,0,2.571428571,5922609.462,1416633.45,No Contact,Daily
2629,Hanson,Rebekah,Evansville,Indiana,41,Unknown,Female,0,2.285714286,6658837.548,1151408.54,In Writing,No Contact
2630,Harrison,Charissa,Rochester,Minnesota,41,Married,Female,0,3.142857143,6409766.405,786803.85,No Contact,No Contact
2631,Kelley,Norman,Newark,Delaware,41,Unknown,Female,0,3.875,7510615.464,4092895.49,In Writing,Daily
2632,Lyons,Jaden,Indianapolis,Indiana,41,Married,Female,0,2.75,7921854.23,3331323.07,No Contact,Monthly
2633,Mercer,Colby,Hillsboro,Oregon,41,Married,Female,0,2.714285714,9404038.829,4023296.01,Email,No Contact
2634,Norton,Cheryl,North Las Vegas,Nevada,41,Married,Female,0,3.25,6776767.642,2776852.11,Email,Daily
2635,Roach,Ali,Fort Wayne,Indiana,41,Married,Female,0,3.166666667,5910430.68,1216498.06,Email,No Contact
2636,Rollins,Orlando,Pittsburgh,Pennsylvania,41,Married,Female,0,2.833333333,7399368.821,257342.34,Phone,Monthly
2637,Short,Stella,Akron,Ohio,41,Married,Female,0,3.166666667,12144425.04,3052940.14,In Person,Monthly
2638,Tyson,Ruth,Georgia,Georgia,41,Married,Female,0,2.833333333,9170409.442,3445424.29,Phone,No Contact
2639,Beach,Althea,Toledo,Ohio,41,Single,Male,0,4,2564611.949,1387041.64,In Person,Monthly
2640,Blankenship,Dale,Tallahassee,Florida,41,Married,Male,0,2.333333333,6024774.202,2277805.09,Phone,Daily
2641,French,Hedy,Fresno,California,41,Unknown,Male,0,4,2641768.8,101227.81,In Writing,No Contact
2642,Guy,Amber,Fresno,California,41,Single,Male,0,3.285714286,2455722.562,117654.77,In Person,No Contact
2643,Keller,Hamilton,Akron,Ohio,41,Married,Male,0,3.142857143,3862104.259,447434.80,In Person,Daily
2644,Lynn,Blake,Cleveland,Ohio,41,Divorced,Male,0,3.833333333,2225793.548,80143.89,In Person,Yearly
2645,Malone,Buckminster,Gary,Indiana,41,Unknown,Male,0,3.166666667,3051712.136,539431.55,Email,Daily
2646,Olsen,Darryl,Springfield,Illinois,41,Unknown,Male,0,3.714285714,2760638.672,1977886.24,In Writing,Quaterly
2647,Ramirez,Sigourney,San Diego,California,41,Single,Male,0,3.25,5719099.716,1885265.71,In Person,Daily
2648,Rios,Blaine,Augusta,Georgia,41,Married,Male,0,3.25,6485487.571,2043979.66,In Person,Daily
2649,Sanford,Kasper,Chattanooga,Tennessee,41,Married,Male,0,3,5666443.306,254989.36,No Contact,No Contact
2650,Short,Phillip,Akron,Ohio,41,Married,Male,0,2,6700602.48,3681055.07,In Writing,Monthly
2651,Townsend,Fletcher,Tallahassee,Florida,41,Single,Male,0,3.4,3690526.277,2163702.50,Email,No Contact
2652,Alvarez,Graham,Orlando,Florida,41,Single,Unknown,0,2.857142857,8918804.367,3841293.85,In Person,No Contact
2653,Ashley,Aline,Jacksonville,Florida,41,Single,Unknown,0,3.4,6076178.262,1350492.26,In Writing,Daily
2654,Finch,Inez,Los Angeles,California,41,Single,Unknown,0,3,5195810.961,1847608.49,In Writing,Daily
2655,Miranda,Leigh,Miami,Florida,41,Married,Unknown,0,2.125,6207489.288,2532610.08,No Contact,Quaterly
2656,Wallace,Felicia,Baltimore,Maryland,41,Married,Unknown,0,3.428571429,8138757.66,3614185.87,In Writing,No Contact
2657,Aguilar,Tatiana,San Francisco,California,42,Married,Male,0,2.75,4157644.55,492792.96,Email,Yearly
2658,Bush,Jamalia,St. Petersburg,Florida,42,Unknown,Male,0,4.142857143,2675311.232,233576.99,In Writing,Yearly
2659,Cooley,Daphne,St. Petersburg,Florida,42,Married,Male,0,3,9035022.586,3674418.74,No Contact,Quaterly
2660,Dodson,Rebekah,Tampa,Florida,42,Unknown,Female,0,3.857142857,7374496.668,3240753.12,In Person,Daily
2661,French,Zeph,Phoenix,Arizona,42,Married,Female,0,3,10533485,2858920.42,Phone,Yearly
2662,Graham,Rina,Tulsa,Oklahoma,42,Married,Female,0,3.285714286,6544500.97,1728891.65,In Writing,Monthly
2663,Henry,Bradley,Lawton,Oklahoma,42,Married,Female,0,3.166666667,8880151.738,5210512.88,In Writing,Quaterly
2664,Jones,Victoria,Pike Creek,Delaware,42,Unknown,Female,0,2.4,9155057.736,4677248.40,In Writing,Yearly
2665,Maldonado,Hamilton,Frankfort,Kentucky,42,Married,Female,0,2.714285714,8720658.302,4253766.74,In Writing,Yearly
2666,Mckinney,Regan,Naperville,Illinois,42,Married,Female,0,2.428571429,13457978.58,5028926.28,In Person,Yearly
2667,Rowe,Joelle,Lexington,Kentucky,42,Married,Female,0,3,8600544.216,3062852.18,No Contact,Quaterly
2668,Shaffer,Tanner,Cleveland,Ohio,42,Married,Female,0,3,9269546.458,5084761.02,Email,Monthly
2669,Barker,Juliet,Cambridge,Massachusetts,42,Divorced,Male,0,3.285714286,3270698.728,1252658.53,In Writing,Yearly
2670,Bernard,Gil,Eugene,Oregon,42,Divorced,Male,0,3.285714286,2018100.392,812679.82,In Person,Quaterly
2671,Calhoun,Nicholas,Broken Arrow,Oklahoma,42,Divorced,Male,0,3.75,2092066.284,321388.67,Phone,Monthly
2672,Crane,Ora,Jacksonville,Florida,42,Unknown,Male,0,4.166666667,5609881.2,1721063.87,In Writing,No Contact
2673,Gallagher,Minerva,Chesapeake,Virginia,42,Married,Male,0,3.5,8020403.002,2856876.63,No Contact,Daily
2674,Garza,Joy,Annapolis,Maryland,42,Married,Male,0,3,5203568.515,384763.74,No Contact,Quaterly
2675,Golden,Lunea,Denver,Colorado,42,Divorced,Male,0,3.571428571,3082872.848,931790.11,In Writing,Quaterly
2676,Irwin,Ruth,Athens,Georgia,42,Divorced,Male,5,3.571428571,2708234.76,286082.72,In Writing,Monthly
2677,Mcleod,Hedwig,Idaho Falls,Idaho,42,Divorced,Male,5,3.571428571,1651995.84,424236.56,In Person,No Contact
2678,Pratt,Mari,New Haven,Connecticut,42,Single,Male,5,3.714285714,3193583.342,158040.75,No Contact,No Contact
2679,Richards,Amity,Savannah,Georgia,42,Married,Male,5,2.857142857,5961024.432,2446323.69,Email,Daily
2680,Rush,Kylie,Cambridge,Massachusetts,42,Divorced,Male,5,3.428571429,1750004.74,702195.47,In Person,Yearly
2681,Watts,Ora,Fresno,California,42,Single,Male,5,3.714285714,3032799.818,169989.49,Email,Quaterly
2682,Bartlett,Allegra,Bowling Green,Kentucky,42,Married,Unknown,5,3.428571429,8090796.516,2131690.18,In Writing,Quaterly
2683,Delacruz,Emily,Reno,Nevada,42,Single,Unknown,5,3.25,5045963.769,3719574.14,Email,Quaterly
2684,Ferrell,Rama,Jacksonville,Florida,42,Single,Unknown,5,2.4,7507182.672,3803863.93,Phone,No Contact
2685,Merritt,Pandora,Harrisburg,Pennsylvania,42,Married,Unknown,5,2.666666667,8724253.164,4523063.42,Email,No Contact
2686,Bray,Owen,Richmond,Virginia,42,Single,Male,1,3,6147016.128,2887256.91,Email,Monthly
2687,Charles,Ruby,Los Angeles,California,42,Unknown,Male,1,3.375,4813032.752,2205225.44,Email,No Contact
2688,Curtis,Xanthus,Reading,Pennsylvania,42,Unknown,Male,1,4.6,5740921.472,1464836.03,Email,Monthly
2689,Ferguson,Jana,Glendale,Arizona,42,Unknown,Female,1,3.8,8069498.58,3636840.24,Phone,Quaterly
2690,Fernandez,Georgia,Glendale,Arizona,42,Married,Female,1,3.166666667,8561022.149,202700.68,In Person,No Contact
2691,Gonzales,Yuli,St. Petersburg,Florida,42,Married,Female,4,2.833333333,8192705.875,3553299.13,Phone,Yearly
2692,Hobbs,Jana,Annapolis,Maryland,42,Married,Female,4,2.833333333,11796862.81,6101155.53,In Writing,Monthly
2693,Hurley,Orli,Naperville,Illinois,42,Unknown,Female,4,2.666666667,12111175.82,4814672.54,Phone,Yearly
2694,Juarez,Zeus,Milwaukee,Wisconsin,42,Single,Female,4,3.666666667,9338459.803,3051101.91,Email,Yearly
2695,Justice,Slade,Baltimore,Maryland,42,Unknown,Female,4,3,10640917.19,4143682.22,In Person,Yearly
2696,Monroe,Giselle,Bellevue,Washington,42,Married,Female,4,2.875,5033500.56,82305.91,In Writing,Monthly
2697,Osborn,Kimberly,Tampa,Florida,42,Married,Female,4,3.142857143,10934200.09,2715141.37,No Contact,Monthly
2698,Rosario,Jack,Fort Worth,Texas,42,Unknown,Female,4,4,8385099.756,1865731.30,No Contact,Quaterly
2699,Singleton,Cameran,Allentown,Pennsylvania,42,Married,Female,4,2.571428571,9800183.131,2634697.61,In Writing,No Contact
2700,Stephenson,Alec,Norman,Oklahoma,42,Married,Female,4,3.5,8983694.65,4468674.36,Phone,Monthly
2701,Strong,Ronan,San Jose,California,42,Married,Female,4,2.571428571,9144669.442,3417428.68,In Person,Monthly
2702,Whitehead,Quin,Springfield,Massachusetts,42,Married,Female,4,3.333333333,12874766.41,3961187.37,Phone,Quaterly
2703,Ayers,Maxwell,Worcester,Massachusetts,42,Unknown,Male,4,4.142857143,4738794.456,2280462.62,Email,Yearly
2704,Blevins,Lunea,San Francisco,California,42,Unknown,Male,4,3.333333333,3922318.4,1469135.71,In Writing,Daily
2705,Chaney,Vivien,Los Angeles,California,42,Married,Male,4,3.333333333,4749182.803,2376799.60,Phone,Monthly
2706,Clements,Carl,Fresno,California,42,Single,Male,4,4.142857143,3923013.996,1308637.44,No Contact,Monthly
2707,Frank,Adria,St. Petersburg,Florida,42,Married,Male,4,2.625,5894461.056,3970214.90,Phone,Yearly
2708,Glover,Lydia,Tacoma,Washington,42,Single,Male,4,4.333333333,2664227.016,462831.49,Email,Monthly
2709,Henson,Maris,Frederick,Maryland,42,Unknown,Male,4,3.625,5460913.744,2207241.70,In Writing,No Contact
2710,Jordan,Yeo,St. Petersburg,Florida,42,Single,Male,4,3.666666667,3615413.789,192126.84,No Contact,No Contact
2711,Long,Isadora,Virginia Beach,Virginia,42,Married,Male,4,2.5,6663050.064,1791406.00,In Writing,Quaterly
2712,Mathis,Elton,San Francisco,California,42,Unknown,Male,4,3.5,3762338.712,945988.03,Email,Monthly
2713,Norris,Igor,Lexington,Kentucky,42,Married,Male,4,3,7637973.869,3411628.49,In Person,Quaterly
2714,Page,Rogan,Minneapolis,Minnesota,42,Divorced,Male,1,3.285714286,1408836.792,59805.50,In Writing,Yearly
2715,Parks,Shellie,Miami,Florida,42,Single,Male,1,3.75,6735930.696,1729597.48,Phone,Quaterly
2716,Reyes,Aquila,Tuscaloosa,Alabama,42,Married,Male,1,2.571428571,5694609.043,373451.44,In Writing,Daily
2717,Richard,Baker,Fresno,California,42,Divorced,Male,1,3.857142857,2635637.444,1278494.62,No Contact,Monthly
2718,Roberts,Xaviera,Miami,Florida,42,Unknown,Male,1,3.714285714,4197344.976,1509228.16,Email,Yearly
2719,Savage,Macon,Annapolis,Maryland,42,Divorced,Male,1,3.833333333,3038309.736,1313388.03,No Contact,Yearly
2720,Turner,Dylan,Tallahassee,Florida,42,Single,Male,0,4.285714286,3000338.273,1960762.00,In Person,Quaterly
2721,Wilkerson,Nomlanga,Henderson,Nevada,42,Divorced,Male,0,3.285714286,2155114.852,877794.72,In Person,Daily
2722,Wolf,India,San Antonio,Texas,42,Unknown,Male,0,4,4064514.872,1233287.26,Phone,No Contact
2723,Hooper,Teagan,Joliet,Illinois,42,Married,Unknown,0,2.166666667,8667775.908,1858994.54,In Writing,No Contact
2724,Allison,Bruno,Hartford,Connecticut,42,Unknown,Male,3,4.142857143,4448989.776,1616237.57,In Writing,Monthly
2725,Bates,Stacey,Covington,Kentucky,42,Married,Male,3,3.571428571,5179948.013,2094120.23,In Person,Yearly
2726,Boyd,Haviva,Miami,Florida,42,Unknown,Male,3,4.142857143,4225240.36,1192832.96,Email,No Contact
2727,Cote,Jenna,Erie,Pennsylvania,42,Single,Male,3,3.666666667,3321798.163,659995.78,In Person,Yearly
2728,Delacruz,Hiram,Los Angeles,California,42,Single,Female,3,2.833333333,6199114.68,3556369.24,No Contact,Daily
2729,Dodson,Denton,Gaithersburg,Maryland,42,Married,Female,3,3,4979837.491,2698979.50,In Person,Monthly
2730,Goodwin,Karly,Sterling Heights,Michigan,42,Unknown,Female,1,3.428571429,9663261.564,4522028.54,No Contact,Monthly
2731,Head,Quinlan,Orlando,Florida,42,Married,Female,1,2.625,9029580.437,5322321.73,Email,Yearly
2732,Jimenez,Hunter,Lowell,Massachusetts,42,Single,Female,1,2.285714286,6623547.282,506905.82,No Contact,No Contact
2733,Juarez,Cheyenne,Portland,Oregon,42,Married,Female,1,2.625,13293853.53,6185586.53,Email,Monthly
2734,May,Reed,Olympia,Washington,42,Married,Female,1,2.75,12065604.72,5742600.65,No Contact,No Contact
2735,Mayo,Kieran,Racine,Wisconsin,42,Unknown,Female,1,2.6,7372460.304,3286596.19,In Writing,Quaterly
2736,Ortega,Carla,Virginia Beach,Virginia,42,Single,Female,1,3.428571429,7603590.258,2770619.86,In Person,No Contact
2737,Patton,Judith,Stamford,Connecticut,42,Unknown,Female,1,2.2,9910461.132,3174541.39,In Writing,No Contact
2738,Rosales,Holmes,Houston,Texas,42,Married,Female,1,2.428571429,11817651.07,6246533.78,In Person,Yearly
2739,Aguirre,Theodore,Grand Island,Nebraska,42,Divorced,Male,1,4.142857143,2203191.1,182548.26,No Contact,Yearly
2740,Atkins,Anjolie,Miami,Florida,42,Unknown,Male,1,3.142857143,2749850.928,630425.66,In Person,Monthly
2741,Baxter,Lewis,Worcester,Massachusetts,42,Married,Male,1,2.142857143,6486669.869,1907935.18,In Writing,Monthly
2742,Blake,Piper,Allentown,Pennsylvania,42,Unknown,Male,1,3.666666667,4394202.032,3374274.46,In Person,Daily
2743,Boyer,Raymond,Boston,Massachusetts,42,Married,Male,1,2.375,7673469.091,4201336.55,Email,No Contact
2744,Buckner,Imelda,Springfield,Massachusetts,42,Divorced,Male,1,3.857142857,3742686.156,1755048.06,No Contact,Quaterly
2745,Cline,Galena,Sacramento,California,42,Married,Male,1,3,4315597.44,224310.45,Email,No Contact
2746,Crosby,Rudyard,Chicago,Illinois,42,Divorced,Male,1,3.25,2282002.712,1654124.56,In Person,Daily
2747,England,Myles,San Diego,California,42,Married,Male,1,3.142857143,6910594.733,2662084.34,In Writing,Quaterly
2748,Gilbert,Colorado,Tampa,Florida,42,Unknown,Male,1,3.714285714,4159702.184,2444459.78,In Writing,Monthly
2749,Green,Timothy,San Jose,California,42,Unknown,Male,1,3.75,6072444.048,2568518.66,In Writing,Yearly
2750,Harmon,Jordan,Portland,Oregon,42,Divorced,Male,1,4.666666667,1951512.596,62828.66,No Contact,Yearly
2751,Hull,Adrienne,Lexington,Kentucky,42,Married,Male,3,2.666666667,4952935.574,2687009.32,Phone,Monthly
2752,Joyner,Willow,Vancouver,Washington,42,Divorced,Male,3,3.333333333,949131.392,393746.50,In Writing,Daily
2753,Leach,Rae,Rockford,Illinois,42,Married,Male,3,2.5,4715984.486,2498849.97,In Person,Yearly
2754,Lopez,Xaviera,Gary,Indiana,42,Married,Male,3,3.5,6993863.923,1806501.31,No Contact,No Contact
2755,Mcneil,Cecilia,Kearney,Nebraska,42,Divorced,Male,3,2.75,1432246.684,174391.89,No Contact,Monthly
2756,Rosario,Sybil,Columbus,Ohio,42,Unknown,Male,3,3.285714286,6788604.592,3244137.95,Phone,No Contact
2757,Ward,Uriel,Minneapolis,Minnesota,42,Single,Male,3,3.5,4132200.758,1120040.06,Phone,No Contact
2758,Christian,Germaine,Jacksonville,Florida,42,Single,Unknown,3,2.625,6232828.041,2882157.70,In Person,Quaterly
2759,Higgins,Fiona,Great Falls,Montana,42,Single,Unknown,3,2.625,6810497.298,2086664.98,No Contact,Daily
2760,Petersen,Gabriel,Frederick,Maryland,42,Married,Unknown,3,4,7220570.94,1643745.31,No Contact,Monthly
2761,Prince,MacKensie,Boston,Massachusetts,42,Single,Unknown,3,3.625,5653063.152,3022291.80,Phone,Monthly
2762,Rojas,Kyle,Fort Wayne,Indiana,42,Married,Unknown,3,2.714285714,8441506.656,4777549.39,In Writing,Yearly
2763,Buckner,Hiroko,St. Petersburg,Florida,42,Married,Male,2,2.571428571,4950188.179,2439323.67,Email,Quaterly
2764,Calhoun,Bert,Bear,Delaware,42,Unknown,Male,2,3.375,5784398.224,747232.64,No Contact,Daily
2765,Conrad,Bert,Fresno,California,42,Married,Male,2,2.875,4429799.933,1736219.02,Phone,Daily
2766,Figueroa,Jaquelyn,Denver,Colorado,42,Married,Female,2,3.333333333,8525806.186,2733910.50,In Person,Quaterly
2767,Harper,Brody,Newark,Delaware,42,Unknown,Female,2,3.571428571,7912607.34,2613263.66,Phone,Yearly
2768,Harris,Alma,Miami,Florida,42,Unknown,Female,2,2.5,9240414.216,4682137.68,Email,No Contact
2769,Hodges,Eden,Los Angeles,California,42,Married,Female,2,3,8454708.504,4496692.15,Email,Daily
2770,Mitchell,Doris,Madison,Wisconsin,42,Single,Female,2,2.833333333,9803379.683,4055443.76,Email,No Contact
2771,Myers,Gisela,South Bend,Indiana,42,Married,Female,2,3.125,14848308.6,5971358.13,Phone,Daily
2772,Nelson,Eliana,San Francisco,California,42,Married,Female,2,2.571428571,7802453.894,27483.03,Email,Quaterly
2773,Nieves,Hall,Cambridge,Massachusetts,42,Married,Female,2,3,4170040.142,837694.60,No Contact,Quaterly
2774,Peterson,Veda,Pittsburgh,Pennsylvania,42,Single,Female,2,3.166666667,5228217.047,1718214.38,Email,Monthly
2775,Vargas,Basia,Boston,Massachusetts,42,Married,Female,2,2.75,8708199.192,1759928.54,Email,Daily
2776,Wood,Darryl,St. Petersburg,Florida,42,Unknown,Female,2,2.2,10454562.62,4091518.46,In Person,Monthly
2777,Calhoun,Leroy,Lewiston,Maine,42,Married,Male,2,2.25,5816698.8,2409910.69,In Person,Monthly
2778,Carey,Calvin,Cheyenne,Wyoming,42,Divorced,Male,2,4.142857143,2604036.248,1275845.65,Phone,No Contact
2779,Collier,Thor,Lansing,Michigan,42,Single,Male,2,2.875,2322258.444,167674.00,In Writing,No Contact
2780,Decker,Kevin,Tampa,Florida,42,Divorced,Male,2,3,3560728.952,1483117.68,In Writing,Daily
2781,Dunn,Reed,Reno,Nevada,42,Single,Male,2,3.142857143,3797375.551,1803346.30,In Writing,Quaterly
2782,Galloway,Eaton,Norfolk,Virginia,42,Married,Male,2,2.666666667,7452909.341,3868331.17,Email,Monthly
2783,Huff,Joelle,Sacramento,California,42,Married,Male,2,3,4605566.698,1139628.02,In Writing,Yearly
2784,Lynn,Hilda,Akron,Ohio,42,Married,Male,2,2.857142857,7069833.936,725212.65,In Person,Quaterly
2785,Macias,Chancellor,Laramie,Wyoming,42,Married,Male,2,2.25,2044409.242,683226.93,Phone,No Contact
2786,Perez,Dakota,Miami,Florida,42,Divorced,Male,2,3.75,3047626.516,1427710.06,In Person,Monthly
2787,Schwartz,Demetrius,Grand Rapids,Michigan,42,Divorced,Male,2,4.142857143,3458136.044,1748687.78,Phone,Yearly
2788,Waters,Brent,Lansing,Michigan,42,Divorced,Male,2,3.857142857,3032070.536,880724.24,In Person,Yearly
2789,Alvarado,Urielle,Pike Creek,Delaware,42,Single,Unknown,2,3.857142857,4983873.444,2133071.42,In Writing,No Contact
2790,Waller,Paki,Stamford,Connecticut,42,Single,Unknown,2,3,5496364.269,293896.15,Phone,Daily
2791,Barr,Veda,Austin,Texas,42,Unknown,Male,1,3.166666667,1043644.536,1581.54,Email,Quaterly
2792,Cain,Whilemina,Tallahassee,Florida,42,Married,Male,1,2.5,6751393.757,3442214.90,Email,Monthly
2793,Cochran,Eugenia,Jacksonville,Florida,42,Married,Male,1,2.5,6695046.23,3493339.24,In Writing,No Contact
2794,Ford,Claudia,Cleveland,Ohio,42,Married,Female,1,3.857142857,12323803.85,6280816.61,In Writing,Yearly
2795,French,Davis,Seattle,Washington,42,Married,Female,1,3,9064635.782,3516286.12,Email,Daily
2796,Hansen,Tyrone,Harrisburg,Pennsylvania,42,Married,Female,1,3.166666667,7859762.222,1827051.49,In Person,Yearly
2797,Mullen,Rylee,Orlando,Florida,42,Unknown,Female,0,2.285714286,12021839.02,4936765.15,No Contact,Monthly
2798,Ramos,Wang,Gaithersburg,Maryland,42,Unknown,Female,0,2.428571429,8648250.336,3421536.62,Phone,Quaterly
2799,Rutledge,Miriam,Minneapolis,Minnesota,42,Married,Female,0,3.428571429,8280802.411,3087987.72,Phone,Daily
2800,Walker,Demetrius,Flint,Michigan,42,Married,Female,0,2.833333333,8809170.163,926489.20,In Writing,Daily
2801,Wong,Justin,Bridgeport,Connecticut,42,Married,Female,0,3.571428571,9543815.266,3944319.67,In Person,Daily
2802,Booth,Riley,St. Petersburg,Florida,42,Single,Male,0,3.375,5869947.758,1714200.05,No Contact,Yearly
2803,Browning,Kai,San Diego,California,42,Divorced,Male,0,3.857142857,2215452.008,1487932.69,Email,Quaterly
2804,Contreras,Winter,Dallas,Texas,42,Divorced,Male,0,4,2492995.78,824882.61,Email,Monthly
2805,Elliott,Dane,San Francisco,California,42,Single,Male,0,3.25,3798719.575,213844.75,Email,Yearly
2806,Fletcher,Gage,Las Vegas,Nevada,42,Married,Male,0,2.333333333,5396188.934,2092943.42,In Writing,Daily
2807,Garrison,Hilda,Savannah,Georgia,42,Married,Male,0,3,3664965.533,443170.68,No Contact,No Contact
2808,Golden,Victoria,Springfield,Illinois,42,Married,Male,0,2.571428571,8483222.774,3869313.25,In Person,Daily
2809,Hammond,Willa,Columbus,Ohio,42,Divorced,Male,0,3.428571429,2489659.568,1516624.21,No Contact,Quaterly
2810,Holder,Isaiah,Springfield,Massachusetts,42,Married,Male,0,3.625,4826638.291,1336952.60,In Person,Yearly
2811,Hughes,Tyler,Reno,Nevada,42,Unknown,Male,0,3.571428571,7048532.656,2682674.72,Phone,Quaterly
2812,Hyde,Selma,Fort Worth,Texas,42,Divorced,Male,0,4,2792687.084,1433661.33,Phone,No Contact
2813,Jensen,Jerome,Portland,Oregon,42,Divorced,Male,0,4.166666667,2703938.952,121128.83,Phone,Yearly
2814,May,Rhea,Vancouver,Washington,42,Single,Male,0,4.5,6045939.742,2917604.13,In Person,Daily
2815,Miles,Joy,Cambridge,Massachusetts,42,Single,Male,1,4,6074021.21,3115240.13,No Contact,Monthly
2816,Pearson,Candice,Sacramento,California,42,Single,Male,1,3.571428571,3907210.586,586858.38,Phone,Monthly
2817,Richards,Ferdinand,Kenosha,Wisconsin,42,Unknown,Male,1,3.142857143,7037343.28,3221878.18,Phone,Yearly
2818,Rosales,Stone,Salem,Oregon,42,Married,Male,1,3.142857143,3188785.776,33231.90,In Writing,Quaterly
2819,Sampson,Marny,Oklahoma City,Oklahoma,42,Divorced,Male,1,3.5,2439020.76,701979.70,Email,Yearly
2820,Spence,Quinn,Miami,Florida,42,Divorced,Male,1,3.714285714,3372257.592,1428974.98,Phone,No Contact
2821,Stokes,Conan,Madison,Wisconsin,42,Divorced,Male,1,3.857142857,2085576.812,302523.58,In Writing,Daily
2822,Watts,Regina,Chesapeake,Virginia,42,Unknown,Male,1,3.571428571,3089179.192,862510.18,In Writing,Daily
2823,Witt,Benjamin,San Jose,California,42,Married,Male,1,2.285714286,3994074.269,1604940.90,Email,Yearly
2824,Zimmerman,Brooke,Fresno,California,42,Divorced,Male,1,3,2830234.968,1677432.06,Email,Yearly
2825,Church,Brenden,Savannah,Georgia,42,Single,Unknown,1,3.333333333,6196837.185,1903805.64,In Person,No Contact
2826,Fowler,Mufutau,Gaithersburg,Maryland,42,Single,Unknown,1,3,3068050.095,575902.40,Email,No Contact
2827,Wolf,TaShya,Rockville,Maryland,42,Single,Unknown,1,3.571428571,8565659.19,3298684.36,In Person,Quaterly
2828,Campbell,Nissim,Toledo,Ohio,42,Married,Male,0,2.875,5271157.478,2067041.01,In Person,No Contact
2829,Dale,Jared,San Diego,California,42,Single,Male,0,3.571428571,3346627.442,2661464.04,No Contact,Monthly
2830,Dean,Melvin,Miami,Florida,42,Married,Female,0,3,7639205.904,1122119.54,No Contact,Monthly
2831,Glover,Alan,St. Petersburg,Florida,42,Single,Female,0,3.625,9107564.756,4292188.40,No Contact,Daily
2832,Gordon,Jacob,San Antonio,Texas,42,Unknown,Female,0,2.428571429,6668084.94,1592188.75,Phone,Quaterly
2833,Hess,Lois,Fort Worth,Texas,42,Married,Female,0,3.285714286,3250414.728,406051.43,Phone,No Contact
2834,Jennings,Cleo,Lansing,Michigan,42,Married,Female,0,3.166666667,9411043.752,4398493.02,In Person,Quaterly
2835,Knight,Xander,Virginia Beach,Virginia,42,Married,Female,0,2.5,9387462.744,2780069.53,In Person,Yearly
2836,Mcfarland,Lacota,Lexington,Kentucky,42,Married,Female,0,3,6130151.597,1877779.41,Email,Monthly
2837,Patton,Cailin,St. Petersburg,Florida,42,Unknown,Female,0,2.5,6652059.612,421173.98,Phone,Quaterly
2838,Rios,Ashton,Tampa,Florida,42,Married,Female,0,2.625,7764811.56,4330301.18,Phone,Daily
2839,Wilkinson,Oliver,Tallahassee,Florida,42,Married,Female,0,2.571428571,9534059.885,5182879.68,Phone,Daily
2840,Battle,Imelda,Sterling Heights,Michigan,42,Married,Male,0,2.428571429,4567237.277,1111489.42,No Contact,Yearly
2841,Beard,Chaney,Allentown,Pennsylvania,42,Unknown,Male,0,3.285714286,2546928.032,109551.55,No Contact,Daily
2842,Black,Melanie,Bloomington,Minnesota,42,Single,Male,0,3.714285714,6675286.464,2436743.23,In Person,Monthly
2843,Cantrell,Emily,Wilmington,Delaware,42,Single,Male,0,3.25,5936966.006,2885425.17,No Contact,Monthly
2844,Cherry,Kelsey,Cambridge,Massachusetts,42,Divorced,Male,0,3.5,2577366.044,1442551.09,Email,Monthly
2845,Horne,Rogan,Dallas,Texas,42,Married,Male,0,3.125,6330492.854,455854.50,In Person,No Contact
2846,Lawson,Wynter,Pittsburgh,Pennsylvania,42,Single,Male,0,3.428571429,5447323.886,2112312.47,Phone,Yearly
2847,Mays,Alvin,Iowa City,Iowa,42,Divorced,Male,0,4,916011.36,109302.51,In Writing,Daily
2848,Montoya,Renee,Pittsburgh,Pennsylvania,42,Single,Male,0,3.125,2551891.082,81515.17,In Person,Daily
2849,Patel,Michael,Philadelphia,Pennsylvania,42,Unknown,Male,0,3.428571429,4434712.392,655673.57,In Person,No Contact
2850,Roberts,Yvonne,Mobile,Alabama,42,Married,Male,0,2.5,4536632.39,1824182.55,Phone,Yearly
